reading_rank,selection_role,paper_id,queue_id,canonical_work_id,title,quota_rq,secondary_rqs,directness,relevance_class,effect_relation,selection_phase,tie_break_key,broad_source_path,broad_source_format,broad_source_sha256,broad_source_bytes,method_source_path,method_source_format,method_source_sha256,method_source_bytes,method_source_origin,method_source_authority,method_source_url,method_source_receipt_path,method_source_status,screened_credit
181,PRIMARY,P0203,RGD483F49039D8F1AF,CWFC8CB2A2F3F03A90CAD7,Classification with Asymmetric Label Noise: Consistency and Maximal\n Denoising,RQ8,RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,92A18366B5684A2F1C3626E61B04519DCDD4A3FEA9B705686BFB0306F97AE695,sources/P0203.pdf,PDF,88056C20B008760CFB3A96A6011F87772FBE8963CA02400506A5970D72A9A432,683009,sources/P0203.pdf,PDF,88056C20B008760CFB3A96A6011F87772FBE8963CA02400506A5970D72A9A432,683009,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
182,PRIMARY,P0184,RG6701A4112FBFD660,CWB9578352DB83C08EAC0E,On The Power of Curriculum Learning in Training Deep Networks,RQ1,RQ2;RQ5;RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,92ACCC792538411F6E17C15488F4E0B3DF5899C9C64BF749C845217BB61FCFF3,sources/P0184.pdf,PDF,D08489CEA16D7A9EBA28A4C6A20B56B810B5ECD41B0A7D3A76A90880E2015A79,1212894,sources/P0184.pdf,PDF,D08489CEA16D7A9EBA28A4C6A20B56B810B5ECD41B0A7D3A76A90880E2015A79,1212894,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
183,PRIMARY,P0287,RGF8C2039E080FB945,CWCD6ACD386DDB572E3357,GORACS: Group-level Optimal Transport-guided Coreset Selection for LLM-based Recommender Systems,RQ7,RQ2;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,93BE4D2228AC4A14396072BB5D1A2B2AE1FDF3B7DAB4AEB644CF7DFFF12CEA39,sources/P0287.pdf,PDF,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,1246760,sources/P0287.pdf,PDF,657C23561DB53B6DBA48AA35585AD26974A629711FAF5DCB83BAA40078E6B821,1246760,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
184,PRIMARY,P0056,RG0BE6AC1A963C79BD,CW76D855702B8D31435044,PADP: progressive and adaptive data pruning for efficient incremental learning,RQ1,RQ2;RQ4;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,93D70E545A273F94C33A867BB48A221B26E1D7ECF8B1B78A099419C5C9C4ACE7,sources/P0056.pdf,PDF,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,2322418,sources/P0056.pdf,PDF,654553AED80860E0F4310CE4250711060E17132D9AF09CFD6FEF4B5B3E842B49,2322418,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
185,PRIMARY,P0034,RG086B83622233D87D,CW39E4121481A4BF1A1128,Concept-skill Transferability-based Data Selection for Large Vision-Language Models,RQ1,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,944018314B6E01ED39F32640AA19D1D502141ABB5D4635A8B341394A28C08284,sources/P0034.pdf,PDF,CABA2E46259D3530F9F92A3C157786C5B2C75A62B5D45ABE1142789B4A8D4DC4,4495686,sources/P0034.pdf,PDF,CABA2E46259D3530F9F92A3C157786C5B2C75A62B5D45ABE1142789B4A8D4DC4,4495686,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
186,PRIMARY,P0155,RG94907AB49BBE2A6B,CW6344A82340AFFF0B79B2,\emph{FoQuS}: A Forgetting-Quality Coreset Selection Framework for Automatic Modulation Recognition,RQ1,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,94B071054407C379BB5EBB6E848AF1599C767FEE94956E5B315B5A60FF9E66D0,sources/P0155.pdf,PDF,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,233392,sources/P0155.pdf,PDF,17232C1705DDE4391DDC94C22C305BE1ECE7E804279F927D20EC542C130EE146,233392,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
187,PRIMARY,P0311,AX9313629F9AEE4C10,CW9313629F9AEE4C100021,BWS: Best Window Selection Based on Sample Scores for Data Pruning across Broad Ranges,RQ2,RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,94D84EA2DB4132783AC5C8DDDE3EA8D4B219DC86F67070C5819B62C2F8E1F1D9,sources/P0311.pdf,PDF,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,2265630,sources/P0311.pdf,PDF,298402A15EC7252BB871E9948CFF856F5C1CE7A9A672273C49B730444C0F6FCB,2265630,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
188,PRIMARY,P0019,RG2CDE7C7830A93445,CW81993DB55DF0D5F3BB35,Exploring Training Data Attribution under Limited Access Constraints,RQ3,RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,94FF17BBE4350834113CDDF71D11D339E01BFE245A18F1BF2392FDAE9C282943,sources/P0019.pdf,PDF,EC79332C34B158AC06B8EF372EC1C5F0E460C2BF655AECCD7ABBD07BBDE7E78F,1325382,sources/P0019.pdf,PDF,EC79332C34B158AC06B8EF372EC1C5F0E460C2BF655AECCD7ABBD07BBDE7E78F,1325382,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
189,PRIMARY,P0472,RG7331055CADB138B9,CWBB7F6537FC3851F93AA6,Training Dynamics for Text Summarization Models,RQ1,RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,958FDBB125CDEEBF478E7336750A3D5BBCB8A1B7CB4EE653F11591B6456D0CBB,sources/P0472.pdf,PDF,D8E7E2B8FBABD424BAA3BF91D35F585CBCB0BCFD0E89AF88C008ED9A5A93C829,1441773,sources/P0472.pdf,PDF,D8E7E2B8FBABD424BAA3BF91D35F585CBCB0BCFD0E89AF88C008ED9A5A93C829,1441773,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
190,PRIMARY,P0403,RGA3E1389D0D48A1E1,CW2EE1272F5C6F4EED2B29,Selecting Samples on Graphs: A Unified Dataset Pruning Framework for Lossless Training Acceleration,RQ1,RQ2;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,961CE0B3CCB8060D47451A6E92A68E0B2A8C7BFC8E23743259C2B94B1DF20527,sources/P0403.pdf,PDF,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,683737,sources/P0403.pdf,PDF,26CE80E8D347340E0055F2BCF061B6B3E29489FC68A85B8D5711E12CC9DA5090,683737,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
191,PRIMARY,P0276,RG7AB127E7FCC79BF3,CWA3337B61D35435791915,Understanding and Mitigating the Bias in Sample Selection for Learning with Noisy Labels,RQ5,RQ1;RQ4,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,9680EAD3EDF9865E764AAA19826A9C99FC7881654B2A159C13A8FFA35394A4C3,sources/P0276.pdf,PDF,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,2103106,sources/P0276.pdf,PDF,3E832CCDBB4A203A0C2BF614E4E65C5AAE19AB74DD8319FBE4B3E1AB619EDB98,2103106,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
192,PRIMARY,P0413,AXA507196A9C503BF5,CWA507196A9C503BF59049,Active Learning on a Budget: Opposite Strategies Suit High and Low Budgets,RQ5,RQ7,D4_TRANSFER_ANALOG,TRANSFER_COMPONENT,MIXED,MANDATORY_ANCHOR,96A35C2C6D823A1350FAB54A3DEC251805D8534DED9DDD6AE0E6138219E0A1B4,sources/P0413.pdf,PDF,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,8919055,sources/P0413.pdf,PDF,025914F5C23CAD723682BD4C11E1F4F5892EA70663DFD7B26CBD4363F0ECBDEB,8919055,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
193,PRIMARY,P0068,RG2A2A999CD9DBC07B,CW047F1D8625935B7EDAA5,Mechanistic Data Attribution: Tracing the Training Origins of Interpretable LLM Units,RQ7,RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9BA6297EA2C4C93D641B2419348B102179D28E585CC807E14A677F0765804C35,sources/P0068.pdf,PDF,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,2615305,sources/P0068.pdf,PDF,C728E7DC7ED3EE0554C3D54C64B3C0B47BDD204CBACF6198872D069D881BD997,2615305,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
194,PRIMARY,P0466,RG83C810FF0195347F,CW1DA682DDBC16E69DD42A,SmallToLarge (S2L): Scalable Data Selection for Fine-tuning Large Language Models by Summarizing Training Trajectories of Small Models,RQ1,RQ5;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9CFDB1B2267730638E353D2B04112BF315209C0BDF232F81C25EE1D9F747CD59,sources/P0466.pdf,PDF,8A3E1AFB699A9FD961B22BEA7D8B8636ACACAA0DDD5AD29726AA6DA7F54B2746,972829,sources/P0466.pdf,PDF,8A3E1AFB699A9FD961B22BEA7D8B8636ACACAA0DDD5AD29726AA6DA7F54B2746,972829,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
195,PRIMARY,P0095,RGDEB01B6B3033B87C,CW1221E81AF323D285E1A0,Multi-Label Noise Robust Collaborative Learning for Remote Sensing Image Classification,RQ5,RQ1,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,9D02A7D1A7619D161964A689EC928E2629D886CB56C7D3434FAB3D0468727F80,sources/P0095.pdf,PDF,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,2396628,sources/P0095.pdf,PDF,65B87E81995FAF6BF91C62B9A699A245626437E82CE58BBA0C3FCF1676C1646A,2396628,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
196,PRIMARY,P0364,RG311779B2BC4CEC0A,CW85DF4BCD773E47F4EE59,Co-teaching: Robust Training of Deep Neural Networks with Extremely Noisy Labels,RQ6,RQ1;RQ4,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,9DCF2EDE231D063FFCA9823402F095111B19A058E217B31434F89A70808D8CA9,sources/P0364.pdf,PDF,217F5E7262AF5BB555E3DDB11D5806F094AF6965C7BCD71D10F159D3657D8593,1984230,sources/P0364.pdf,PDF,217F5E7262AF5BB555E3DDB11D5806F094AF6965C7BCD71D10F159D3657D8593,1984230,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
197,PRIMARY,P0165,RGB86125EC3F244E8D,CW2FDE41B709B89E186E8F,MODE: Multi-Objective Adaptive Coreset Selection,RQ5,RQ2;RQ3;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9E6CBE02327C8AF9C6B3D24E782601D54D313A33727E70034CDD5C9B363D58D5,sources/P0165.pdf,PDF,6D0D2302D2D6B67474C0A9900105126FBC5FAFD24338062AD509D94B8D7E8477,2125525,sources/P0165.pdf,PDF,6D0D2302D2D6B67474C0A9900105126FBC5FAFD24338062AD509D94B8D7E8477,2125525,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
198,PRIMARY,P0454,RGCBDDF743A884393C,CW3BE0CCA0D27130808B0A,Batch Sampling for Experience Replay,RQ7,RQ3;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,9E81292AC8F49070853B5FC12C8FC04E776857FD3475DBE366FBB65FE144C203,sources/P0454.pdf,PDF,83D899D27A26A26D223963AE8D3321D6F5615B99A3DBB7A706C9D9C0B717E82C,512361,sources/P0454.pdf,PDF,83D899D27A26A26D223963AE8D3321D6F5615B99A3DBB7A706C9D9C0B717E82C,512361,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
199,PRIMARY,P0487,RG678069BD7D02D709,CWF2692AF0AC650599B4A9,Towards Efficient Data Valuation Based on the Shapley Value,RQ2,RQ3;RQ7,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,GLOBAL_FILL,A1A1A4CC4AD68821E041FF0658A3033BD36E557E77A6737F26483C8DAC6C9FC5,sources/P0487.pdf,PDF,464A332E86B7E6FF1C77166F0D1E2DBE8D11BADFF546CFE7A3E5D5C177A32956,831855,sources/P0487.pdf,PDF,464A332E86B7E6FF1C77166F0D1E2DBE8D11BADFF546CFE7A3E5D5C177A32956,831855,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
200,PRIMARY,P0104,AX501F9ECF2E222F25,CW501F9ECF2E222F2564D1,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples,RQ6,RQ1,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,MANDATORY_ANCHOR,A2315A540314DE3ADBDEBD66706280CC7896AD436E386E68C83936BD091DD5D3,sources/P0104.pdf,PDF,0D71370BC89D5CF65DAEB2EC55447732E7ABAD58D32CAABEA5769C052B24301F,924820,sources/P0104.pdf,PDF,0D71370BC89D5CF65DAEB2EC55447732E7ABAD58D32CAABEA5769C052B24301F,924820,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
201,PRIMARY,P0172,RGADDD9B5597581758,CW9448DB3B7DF0530D1E98,ToReMi: Topic-Aware Data Reweighting for Dynamic Pre-Training Data Selection,RQ1,RQ2;RQ5;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A2CB410A3259EC5F2CA4434DBF388CADF320DC77D4F37B7F93C9F9D9C864DEE8,sources/P0172.pdf,PDF,38606BD6ACBC5F6BD1775C2124BEBED424EB0538F9A51413797FEFEB88403062,1077792,sources/P0172.pdf,PDF,38606BD6ACBC5F6BD1775C2124BEBED424EB0538F9A51413797FEFEB88403062,1077792,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
202,PRIMARY,P0326,RGD6781418B2FFEBC8,CWED9C6DBFCB133FF800D1,Curriculum Learning Strategies for IR: An Empirical Study on\n Conversation Response Ranking,RQ1,RQ6;RQ7,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A35493CC6E6519B5EB32AC279D3240D082CAEEAF4EDF11F690707408AA262A9C,sources/P0326.pdf,PDF,43C92E0BE77A3048459893199339828A2718C11B810C308362B46B61A809520D,578045,sources/P0326.pdf,PDF,43C92E0BE77A3048459893199339828A2718C11B810C308362B46B61A809520D,578045,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
203,PRIMARY,P0486,RG2BAD4785250C261A,CW310A3E503ABBF1FC625B,Efficient Active Learning for Image Classification and Segmentation\n using a Sample Selection and Conditional Generative Adversarial Network,RQ7,RQ1;RQ3;RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A36BD5FA94DFC1C80939D957BEB115FC95EE2314C28BF69F060F38CB59CECB00,sources/P0486.pdf,PDF,F3E7CAA8DCD01E3F406D154772B1DF4EDE32AEB5913309AE947A3A7C661B6238,1852493,sources/P0486.pdf,PDF,F3E7CAA8DCD01E3F406D154772B1DF4EDE32AEB5913309AE947A3A7C661B6238,1852493,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
204,PRIMARY,P0442,RGD102186AC8A160DE,CWBC82344E1C0CD8EC33DB,Spaced Scheduling for Large Language Model Training,RQ7,RQ1;RQ6,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A49AC5154612ACB2FF61E2F864ADB39C40953965A7DA3A9F3570324B995E5942,sources/P0442.pdf,PDF,85D30A1986DF55A7AB9678A60E28BF7EDF72F715854530AA9F11F6F016259BE5,1157704,sources/P0442.pdf,PDF,85D30A1986DF55A7AB9678A60E28BF7EDF72F715854530AA9F11F6F016259BE5,1157704,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
205,PRIMARY,P0244,RG7FDC422C9E0B1DC7,CW3A6D4FCE6E30B05C1F5E,Prune to Protect: Faster Training and Enhanced Privacy by Dynamic Data Pruning,RQ8,RQ1;RQ5,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,A4D3B9F472DCFC656BF6738CAAAE1307D55CDF97CF7B8FECC159D42BD5A62A8C,sources/P0244.pdf,PDF,ECBF8DC78C51E589D7C5CABA1BB5B6557D45C936D6B0731DD055040DFA994E61,3260776,sources/P0244.pdf,PDF,ECBF8DC78C51E589D7C5CABA1BB5B6557D45C936D6B0731DD055040DFA994E61,3260776,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
206,PRIMARY,P0259,RG66EE28DBBBD15BA1,CW05F50399D1896ED05A56,Deep Bayesian Active Learning with Image Data,RQ7,RQ5,D1_DIRECT_UTILITY,DIRECT_INTERVENTION,SUPPORTED,RQ_MINIMUM,A605E4A21910EEE932B24281CCCA1AC9A32A0CC74EBD07DF2391581A52D7E9A3,sources/P0259.pdf,PDF,A77DBD956DB991948D78417945A4650B0D45E3D03655F57343467DE79D8FA4C9,724240,sources/P0259.pdf,PDF,A77DBD956DB991948D78417945A4650B0D45E3D03655F57343467DE79D8FA4C9,724240,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
207,PRIMARY,P0204,RGDFFB17E0E6BB85BC,CW96ACD7204EBB59646E35,Self-Paced Learning for Latent Variable Models,RQ8,RQ1;RQ6,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,RQ_MINIMUM,A74736C7BCE197FD2E6055030B79E3D80BA4544BC7F8FC681A70B5758A376521,sources/P0204.pdf,PDF,F83C722B325797164858AFF3DFC21616D8365EC23D29A33E342D77FCFF495A54,622322,sources/P0204.pdf,PDF,F83C722B325797164858AFF3DFC21616D8365EC23D29A33E342D77FCFF495A54,622322,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
208,PRIMARY,P0430,RG73E7B805F9AD76C7,CWA30DF06C8D4A2F1ECC29,Estimating Training Data Influence by Tracing Gradient Descent,RQ8,RQ3,D2_DIRECT_MECHANISM,DIRECT_MECHANISM,MIXED,MANDATORY_ANCHOR,A80EDB4F03A6A221D23299F788B36F0381C7102D9003F277D5CAF546C2313FB0,sources/P0430.pdf,PDF,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,5307415,sources/P0430.pdf,PDF,B31C94316EF78E2E5F28553FE7F54098E2AAFB431405471D5624D073465D09C9,5307415,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
209,PRIMARY,P0355,RG39E18190653FB0F2,CW4B85D089340873B51F62,Intentional Control of Type I Error Over Unconscious Data Distortion: A Neyman–Pearson Approach to Text Classification,RQ7,NOT_APPLICABLE_WITH_REASON:no secondary RQ,D3_INFERENCE_CONTROL,TARGET_METRIC,MIXED,GLOBAL_FILL,A8C64D302DB98ED51F28B0A09FE76EC000808581C22E4C4685E1DEA10F77A603,sources/P0355.pdf,PDF,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,1589991,sources/P0355.pdf,PDF,30FE7262506A2E5B88CBB0692040E9B767990EEA48DC89DBEBC3751EFCD40C58,1589991,BROAD_SOURCE,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,NOT_APPLICABLE_WITH_REASON:retained in BROAD acquisition ledger,REUSE_VERIFIED_METHOD_PDF,NOT_ASSESSED_AT_BROAD_LEVEL
