"view_relative_path","setting","smoke_tag","split","class_name","file_name","source_relative_path_original","source_relative_path_resolved","resolution_mode","source_exists_in_base_dataset"
"weighted_hn14_risk_consistency_density\train\Abnormal\00445837.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00445837.png","train\\Abnormal\\00445837.png","train\\Abnormal\\00445837.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00445837.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00445837.png","train\\Abnormal\\00445837.png","train\\Abnormal\\00445837.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446145.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446145.png","train\\Abnormal\\00446145.png","train\\Abnormal\\00446145.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446145.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446145.png","train\\Abnormal\\00446145.png","train\\Abnormal\\00446145.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446147.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446147.png","train\\Abnormal\\00446147.png","train\\Abnormal\\00446147.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446147.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446147.png","train\\Abnormal\\00446147.png","train\\Abnormal\\00446147.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446202.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446202.png","train\\Abnormal\\00446202.png","train\\Abnormal\\00446202.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446202.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446202.png","train\\Abnormal\\00446202.png","train\\Abnormal\\00446202.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446205.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446205.png","train\\Abnormal\\00446205.png","train\\Abnormal\\00446205.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446205.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446205.png","train\\Abnormal\\00446205.png","train\\Abnormal\\00446205.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446218.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446218.png","train\\Abnormal\\00446218.png","train\\Abnormal\\00446218.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446218.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446218.png","train\\Abnormal\\00446218.png","train\\Abnormal\\00446218.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446228.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446228.png","train\\Abnormal\\00446228.png","train\\Abnormal\\00446228.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446228.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446228.png","train\\Abnormal\\00446228.png","train\\Abnormal\\00446228.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446230.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446230.png","train\\Abnormal\\00446230.png","train\\Abnormal\\00446230.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446230.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446230.png","train\\Abnormal\\00446230.png","train\\Abnormal\\00446230.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446353.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446353.png","train\\Abnormal\\00446353.png","train\\Abnormal\\00446353.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446353.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446353.png","train\\Abnormal\\00446353.png","train\\Abnormal\\00446353.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446355.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446355.png","train\\Abnormal\\00446355.png","train\\Abnormal\\00446355.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446355.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446355.png","train\\Abnormal\\00446355.png","train\\Abnormal\\00446355.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446374.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446374.png","train\\Abnormal\\00446374.png","train\\Abnormal\\00446374.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446374.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446374.png","train\\Abnormal\\00446374.png","train\\Abnormal\\00446374.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446430.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446430.png","train\\Abnormal\\00446430.png","train\\Abnormal\\00446430.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446430.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446430.png","train\\Abnormal\\00446430.png","train\\Abnormal\\00446430.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446434.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446434.png","train\\Abnormal\\00446434.png","train\\Abnormal\\00446434.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446434.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446434.png","train\\Abnormal\\00446434.png","train\\Abnormal\\00446434.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446435.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446435.png","train\\Abnormal\\00446435.png","train\\Abnormal\\00446435.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446435.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446435.png","train\\Abnormal\\00446435.png","train\\Abnormal\\00446435.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446437.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446437.png","train\\Abnormal\\00446437.png","train\\Abnormal\\00446437.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446437.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446437.png","train\\Abnormal\\00446437.png","train\\Abnormal\\00446437.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446621.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446621.png","train\\Abnormal\\00446621.png","train\\Abnormal\\00446621.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446621.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446621.png","train\\Abnormal\\00446621.png","train\\Abnormal\\00446621.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446651.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446651.png","train\\Abnormal\\00446651.png","train\\Abnormal\\00446651.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446651.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446651.png","train\\Abnormal\\00446651.png","train\\Abnormal\\00446651.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446652.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446652.png","train\\Abnormal\\00446652.png","train\\Abnormal\\00446652.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446652.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446652.png","train\\Abnormal\\00446652.png","train\\Abnormal\\00446652.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446666.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446666.png","train\\Abnormal\\00446666.png","train\\Abnormal\\00446666.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446666.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446666.png","train\\Abnormal\\00446666.png","train\\Abnormal\\00446666.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446841.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446841.png","train\\Abnormal\\00446841.png","train\\Abnormal\\00446841.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446841.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446841.png","train\\Abnormal\\00446841.png","train\\Abnormal\\00446841.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446865.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446865.png","train\\Abnormal\\00446865.png","train\\Abnormal\\00446865.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446865.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446865.png","train\\Abnormal\\00446865.png","train\\Abnormal\\00446865.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446915.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446915.png","train\\Abnormal\\00446915.png","train\\Abnormal\\00446915.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446915.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446915.png","train\\Abnormal\\00446915.png","train\\Abnormal\\00446915.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00446919.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00446919.png","train\\Abnormal\\00446919.png","train\\Abnormal\\00446919.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00446919.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00446919.png","train\\Abnormal\\00446919.png","train\\Abnormal\\00446919.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447273.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447273.png","train\\Abnormal\\00447273.png","train\\Abnormal\\00447273.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447273.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447273.png","train\\Abnormal\\00447273.png","train\\Abnormal\\00447273.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447370.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447370.png","train\\Abnormal\\00447370.png","train\\Abnormal\\00447370.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447370.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447370.png","train\\Abnormal\\00447370.png","train\\Abnormal\\00447370.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447462.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447462.png","train\\Abnormal\\00447462.png","train\\Abnormal\\00447462.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447462.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447462.png","train\\Abnormal\\00447462.png","train\\Abnormal\\00447462.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447556.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447556.png","train\\Abnormal\\00447556.png","train\\Abnormal\\00447556.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447556.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447556.png","train\\Abnormal\\00447556.png","train\\Abnormal\\00447556.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447661.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447661.png","train\\Abnormal\\00447661.png","train\\Abnormal\\00447661.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447661.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447661.png","train\\Abnormal\\00447661.png","train\\Abnormal\\00447661.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00447999.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00447999.png","train\\Abnormal\\00447999.png","train\\Abnormal\\00447999.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00447999.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00447999.png","train\\Abnormal\\00447999.png","train\\Abnormal\\00447999.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00448021.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00448021.png","train\\Abnormal\\00448021.png","train\\Abnormal\\00448021.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00448021.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00448021.png","train\\Abnormal\\00448021.png","train\\Abnormal\\00448021.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00448268.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00448268.png","train\\Abnormal\\00448268.png","train\\Abnormal\\00448268.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00448268.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00448268.png","train\\Abnormal\\00448268.png","train\\Abnormal\\00448268.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00448283.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00448283.png","train\\Abnormal\\00448283.png","train\\Abnormal\\00448283.png","direct","True"
"smoke_a4_3ep\weighted_hn14_risk_consistency_density\train\Abnormal\00448283.png","weighted_hn14_risk_consistency_density","smoke_a4_3ep","train","Abnormal","00448283.png","train\\Abnormal\\00448283.png","train\\Abnormal\\00448283.png","direct","True"
"weighted_hn14_risk_consistency_density\train\Abnormal\00448291.png","weighted_hn14_risk_consistency_density","","train","Abnormal","00448291.png","train\\Abnormal\\00448291.png","train\\Abnormal\\00448291.png","direct","True"
